id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
DI000,D,I,27,112,8.33
CG001,C,G,773,835,8.33
DG002,D,G,37,57,8.33
AH003,A,H,298,344,8.33
DE004,D,E,1303,1335,8.33
GA005,G,A,144,178,8.33
GA006,G,A,151,185,8.33
DB007,D,B,378,417,8.33
FC008,F,C,1115,1129,8.33
GB009,G,B,1152,1181,8.33
AG010,A,G,1314,1348,8.33
HA011,H,A,177,223,8.33
GA012,G,A,666,700,8.33
JI013,J,I,809,824,8.33
DB014,D,B,1337,1376,8.33
CD015,C,D,265,335,8.33
HA016,H,A,257,303,8.33
ID017,I,D,838,923,8.33
IH018,I,H,429,472,8.33
DC019,D,C,976,1046,8.33
AD020,A,D,959,1009,8.33
CF021,C,F,613,627,8.33
CE022,C,E,186,229,8.33
GD023,G,D,176,196,8.33
DE024,D,E,642,674,8.33
HJ025,H,J,242,271,8.33
AC026,A,C,1138,1178,8.33
CH027,C,H,1123,1138,8.33
EF028,E,F,528,568,8.33
IG029,I,G,716,788,8.33
IA030,I,A,905,945,8.33
GA031,G,A,871,905,8.33
BA032,B,A,982,1002,8.33
BI033,B,I,68,115,8.33
AI034,A,I,574,614,8.33
EB035,E,B,1196,1219,8.33
EH036,E,H,202,236,8.33
ID037,I,D,137,222,8.33
IE038,I,E,38,102,8.33
JG039,J,G,941,1004,8.33
CH040,C,H,375,390,8.33
DA041,D,A,481,531,8.33
EF042,E,F,176,216,8.33
ID043,I,D,814,899,8.33
EC044,E,C,1286,1329,8.33
AH045,A,H,787,833,8.33
BC046,B,C,711,745,8.33
GC047,G,C,1295,1357,8.33
GJ048,G,J,463,526,8.33
DE049,D,E,497,529,8.33
CG050,C,G,608,670,8.33
DG051,D,G,254,274,8.33
GE052,G,E,632,666,8.33
DE053,D,E,63,95,8.33
FJ054,F,J,1063,1090,8.33
DE055,D,E,887,919,8.33
DJ056,D,J,130,204,8.33
EC057,E,C,859,902,8.33
GA058,G,A,535,569,8.33
EF059,E,F,553,593,8.33
