id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
GD000,G,D,553,573,8.33
IG001,I,G,943,1015,8.33
CA002,C,A,914,954,8.33
JG003,J,G,339,402,8.33
CE004,C,E,1396,1439,8.33
IE005,I,E,1011,1075,8.33
HE006,H,E,1187,1221,8.33
IJ007,I,J,211,226,8.33
CE008,C,E,715,758,8.33
ED009,E,D,99,131,8.33
AJ010,A,J,317,352,8.33
FG011,F,G,100,166,8.33
JF012,J,F,1010,1037,8.33
BI013,B,I,1150,1197,8.33
FB014,F,B,566,604,8.33
BJ015,B,J,1031,1067,8.33
BJ016,B,J,542,578,8.33
AI017,A,I,1269,1309,8.33
GB018,G,B,125,154,8.33
FD019,F,D,1138,1208,8.33
CB020,C,B,710,744,8.33
GA021,G,A,475,509,8.33
IC022,I,C,1272,1300,8.33
CJ023,C,J,821,836,8.33
ED024,E,D,888,920,8.33
ID025,I,D,873,958,8.33
DI026,D,I,811,896,8.33
BF027,B,F,854,892,8.33
JI028,J,I,249,264,8.33
AJ029,A,J,1305,1340,8.33
CA030,C,A,1216,1256,8.33
IJ031,I,J,1217,1232,8.33
JC032,J,C,951,966,8.33
IE033,I,E,408,472,8.33
CJ034,C,J,160,175,8.33
EI035,E,I,932,996,8.33
AJ036,A,J,636,671,8.33
DG037,D,G,277,297,8.33
HJ038,H,J,994,1023,8.33
BD039,B,D,1234,1273,8.33
ED040,E,D,85,117,8.33
BH041,B,H,1217,1250,8.33
CF042,C,F,467,481,8.33
DF043,D,F,1165,1235,8.33
HJ044,H,J,596,625,8.33
FG045,F,G,44,110,8.33
FD046,F,D,1216,1286,8.33
IH047,I,H,1297,1340,8.33
DA048,D,A,258,308,8.33
JC049,J,C,83,98,8.33
JI050,J,I,639,654,8.33
ED051,E,D,9,41,8.33
JG052,J,G,370,433,8.33
FD053,F,D,966,1036,8.33
IH054,I,H,857,900,8.33
AI055,A,I,742,782,8.33
JD056,J,D,352,426,8.33
DI057,D,I,1309,1394,8.33
JE058,J,E,1107,1158,8.33
JC059,J,C,657,672,8.33
