id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
FJ000,F,J,926,953,8.33
AG001,A,G,694,728,8.33
JG002,J,G,767,830,8.33
GE003,G,E,238,272,8.33
CG004,C,G,1004,1066,8.33
HB005,H,B,58,91,8.33
JF006,J,F,332,359,8.33
DG007,D,G,1321,1341,8.33
BE008,B,E,247,270,8.33
GA009,G,A,321,355,8.33
AF010,A,F,237,286,8.33
EG011,E,G,1106,1140,8.33
JA012,J,A,991,1026,8.33
AF013,A,F,280,329,8.33
GJ014,G,J,1007,1070,8.33
AD015,A,D,447,497,8.33
EC016,E,C,1105,1148,8.33
DC017,D,C,528,598,8.33
JB018,J,B,1269,1305,8.33
HJ019,H,J,1162,1191,8.33
AH020,A,H,566,612,8.33
HD021,H,D,78,142,8.33
CH022,C,H,343,358,8.33
JH023,J,H,448,477,8.33
FH024,F,H,686,694,8.33
FI025,F,I,1152,1193,8.33
HI026,H,I,22,65,8.33
EI027,E,I,554,618,8.33
EF028,E,F,1027,1067,8.33
BC029,B,C,733,767,8.33
BF030,B,F,1085,1123,8.33
HF031,H,F,785,793,8.33
BI032,B,I,705,752,8.33
JG033,J,G,287,350,8.33
BA034,B,A,876,896,8.33
GF035,G,F,521,587,8.33
FB036,F,B,354,392,8.33
IC037,I,C,680,708,8.33
FD038,F,D,803,873,8.33
FE039,F,E,582,622,8.33
HF040,H,F,290,298,8.33
AI041,A,I,240,280,8.33
BD042,B,D,1041,1080,8.33
GF043,G,F,1353,1419,8.33
FD044,F,D,239,309,8.33
JG045,J,G,454,517,8.33
GE046,G,E,226,260,8.33
CE047,C,E,345,388,8.33
IA048,I,A,759,799,8.33
JB049,J,B,357,393,8.33
EB050,E,B,630,653,8.33
AF051,A,F,1230,1279,8.33
FG052,F,G,67,133,8.33
GB053,G,B,867,896,8.33
IJ054,I,J,719,734,8.33
IE055,I,E,1200,1264,8.33
GI056,G,I,134,206,8.33
GE057,G,E,150,184,8.33
AI058,A,I,1344,1384,8.33
IH059,I,H,1317,1360,8.33
