id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
DC000,D,C,1021,1091,8.33
CD001,C,D,608,678,8.33
EH002,E,H,697,731,8.33
DH003,D,H,685,749,8.33
BJ004,B,J,1297,1333,8.33
FH005,F,H,473,481,8.33
CF006,C,F,1082,1096,8.33
FE007,F,E,654,694,8.33
BJ008,B,J,1065,1101,8.33
FI009,F,I,346,387,8.33
GC010,G,C,762,824,8.33
IC011,I,C,748,776,8.33
CE012,C,E,511,554,8.33
JG013,J,G,572,635,8.33
GF014,G,F,307,373,8.33
IG015,I,G,958,1030,8.33
IB016,I,B,625,672,8.33
AI017,A,I,715,755,8.33
AG018,A,G,154,188,8.33
BC019,B,C,770,804,8.33
HI020,H,I,1223,1266,8.33
HD021,H,D,258,322,8.33
AH022,A,H,271,317,8.33
AI023,A,I,722,762,8.33
JB024,J,B,984,1020,8.33
EI025,E,I,934,998,8.33
GE026,G,E,260,294,8.33
IH027,I,H,1162,1205,8.33
GI028,G,I,163,235,8.33
AG029,A,G,537,571,8.33
BJ030,B,J,774,810,8.33
AD031,A,D,95,145,8.33
DE032,D,E,366,398,8.33
FA033,F,A,1033,1082,8.33
ID034,I,D,569,654,8.33
DB035,D,B,450,489,8.33
IH036,I,H,128,171,8.33
AD037,A,D,1254,1304,8.33
HG038,H,G,416,476,8.33
JD039,J,D,667,741,8.33
CD040,C,D,1059,1129,8.33
EC041,E,C,994,1037,8.33
IH042,I,H,1234,1277,8.33
DI043,D,I,1302,1387,8.33
JH044,J,H,561,590,8.33
DE045,D,E,1346,1378,8.33
IA046,I,A,940,980,8.33
GE047,G,E,264,298,8.33
IF048,I,F,769,810,8.33
BH049,B,H,18,51,8.33
CA050,C,A,1074,1114,8.33
HG051,H,G,579,639,8.33
IC052,I,C,328,356,8.33
HJ053,H,J,246,275,8.33
CA054,C,A,848,888,8.33
BJ055,B,J,127,163,8.33
HC056,H,C,412,427,8.33
AG057,A,G,1088,1122,8.33
HI058,H,I,1025,1068,8.33
AE059,A,E,242,284,8.33
