id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
AH000,A,H,434,480,8.33
FJ001,F,J,203,230,8.33
JF002,J,F,619,646,8.33
JE003,J,E,463,514,8.33
HD004,H,D,477,541,8.33
DA005,D,A,664,714,8.33
HG006,H,G,1238,1298,8.33
GE007,G,E,977,1011,8.33
DE008,D,E,552,584,8.33
FD009,F,D,778,848,8.33
HD010,H,D,2,66,8.33
DA011,D,A,207,257,8.33
IF012,I,F,1042,1083,8.33
EB013,E,B,1174,1197,8.33
EF014,E,F,822,862,8.33
IE015,I,E,415,479,8.33
JG016,J,G,255,318,8.33
EF017,E,F,1302,1342,8.33
DJ018,D,J,1161,1235,8.33
EF019,E,F,816,856,8.33
AH020,A,H,154,200,8.33
IH021,I,H,1046,1089,8.33
IA022,I,A,258,298,8.33
CB023,C,B,1401,1435,8.33
GE024,G,E,65,99,8.33
DE025,D,E,1265,1297,8.33
IH026,I,H,431,474,8.33
EB027,E,B,824,847,8.33
FD028,F,D,831,901,8.33
CD029,C,D,1113,1183,8.33
AC030,A,C,473,513,8.33
GI031,G,I,859,931,8.33
HB032,H,B,726,759,8.33
EB033,E,B,977,1000,8.33
EC034,E,C,535,578,8.33
FA035,F,A,642,691,8.33
BI036,B,I,454,501,8.33
DA037,D,A,1100,1150,8.33
EI038,E,I,351,415,8.33
CJ039,C,J,1110,1125,8.33
GA040,G,A,790,824,8.33
GJ041,G,J,487,550,8.33
JG042,J,G,1329,1392,8.33
AF043,A,F,1005,1054,8.33
AG044,A,G,177,211,8.33
CE045,C,E,1277,1320,8.33
DF046,D,F,765,835,8.33
HF047,H,F,367,375,8.33
JD048,J,D,955,1029,8.33
JG049,J,G,506,569,8.33
DE050,D,E,1148,1180,8.33
FG051,F,G,324,390,8.33
BC052,B,C,61,95,8.33
BJ053,B,J,403,439,8.33
FH054,F,H,718,726,8.33
HE055,H,E,1063,1097,8.33
BD056,B,D,628,667,8.33
HA057,H,A,725,771,8.33
BA058,B,A,1147,1167,8.33
HI059,H,I,534,577,8.33
