id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
EI000,E,I,248,312,8.33
HI001,H,I,810,853,8.33
FI002,F,I,546,587,8.33
HF003,H,F,629,637,8.33
FD004,F,D,1003,1073,8.33
BI005,B,I,258,305,8.33
FB006,F,B,1339,1377,8.33
CJ007,C,J,1102,1117,8.33
GI008,G,I,236,308,8.33
IE009,I,E,1182,1246,8.33
HI010,H,I,647,690,8.33
DI011,D,I,305,390,8.33
GJ012,G,J,602,665,8.33
FD013,F,D,46,116,8.33
BC014,B,C,841,875,8.33
IA015,I,A,489,529,8.33
HJ016,H,J,626,655,8.33
AE017,A,E,641,683,8.33
FG018,F,G,1175,1241,8.33
JI019,J,I,437,452,8.33
GB020,G,B,1206,1235,8.33
CJ021,C,J,418,433,8.33
JE022,J,E,308,359,8.33
DI023,D,I,378,463,8.33
HJ024,H,J,310,339,8.33
EH025,E,H,989,1023,8.33
DC026,D,C,1234,1304,8.33
JD027,J,D,1363,1437,8.33
EI028,E,I,627,691,8.33
BC029,B,C,622,656,8.33
IA030,I,A,81,121,8.33
CI031,C,I,570,598,8.33
DE032,D,E,695,727,8.33
CG033,C,G,1243,1305,8.33
AG034,A,G,537,571,8.33
DB035,D,B,1331,1370,8.33
FG036,F,G,502,568,8.33
CG037,C,G,1065,1127,8.33
EG038,E,G,873,907,8.33
CB039,C,B,842,876,8.33
CD040,C,D,417,487,8.33
CG041,C,G,565,627,8.33
EH042,E,H,233,267,8.33
GB043,G,B,59,88,8.33
EJ044,E,J,1179,1230,8.33
BA045,B,A,682,702,8.33
BF046,B,F,1252,1290,8.33
GE047,G,E,521,555,8.33
HE048,H,E,817,851,8.33
IH049,I,H,138,181,8.33
IJ050,I,J,746,761,8.33
GE051,G,E,983,1017,8.33
GB052,G,B,1242,1271,8.33
IA053,I,A,1114,1154,8.33
GC054,G,C,657,719,8.33
JG055,J,G,288,351,8.33
AB056,A,B,787,807,8.33
HG057,H,G,1282,1342,8.33
CE058,C,E,729,772,8.33
IE059,I,E,494,558,8.33
