id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
JI000,J,I,1070,1085,8.33
DF001,D,F,811,881,8.33
FJ002,F,J,1407,1434,8.33
JB003,J,B,664,700,8.33
EJ004,E,J,1103,1154,8.33
CB005,C,B,990,1024,8.33
FH006,F,H,558,566,8.33
GH007,G,H,1285,1345,8.33
IF008,I,F,1031,1072,8.33
FG009,F,G,263,329,8.33
HF010,H,F,1306,1314,8.33
EH011,E,H,730,764,8.33
JF012,J,F,1106,1133,8.33
AC013,A,C,234,274,8.33
BH014,B,H,390,423,8.33
EJ015,E,J,156,207,8.33
IJ016,I,J,1077,1092,8.33
AE017,A,E,168,210,8.33
FD018,F,D,871,941,8.33
AD019,A,D,1347,1397,8.33
DF020,D,F,101,171,8.33
CA021,C,A,1247,1287,8.33
EI022,E,I,350,414,8.33
JE023,J,E,164,215,8.33
DE024,D,E,1294,1326,8.33
AD025,A,D,714,764,8.33
GC026,G,C,1261,1323,8.33
GC027,G,C,1370,1432,8.33
AB028,A,B,187,207,8.33
DJ029,D,J,1219,1293,8.33
EF030,E,F,716,756,8.33
EJ031,E,J,1098,1149,8.33
HE032,H,E,539,573,8.33
AE033,A,E,587,629,8.33
AC034,A,C,827,867,8.33
EC035,E,C,608,651,8.33
DC036,D,C,1040,1110,8.33
JE037,J,E,1013,1064,8.33
JI038,J,I,859,874,8.33
DA039,D,A,137,187,8.33
BJ040,B,J,1119,1155,8.33
FH041,F,H,523,531,8.33
GE042,G,E,371,405,8.33
AI043,A,I,1177,1217,8.33
DF044,D,F,1169,1239,8.33
FG045,F,G,1276,1342,8.33
EB046,E,B,1211,1234,8.33
CE047,C,E,1389,1432,8.33
BH048,B,H,330,363,8.33
AC049,A,C,126,166,8.33
DC050,D,C,1099,1169,8.33
JE051,J,E,1135,1186,8.33
HA052,H,A,6,52,8.33
FC053,F,C,178,192,8.33
IJ054,I,J,1246,1261,8.33
BD055,B,D,1071,1110,8.33
DG056,D,G,905,925,8.33
IB057,I,B,970,1017,8.33
BD058,B,D,1002,1041,8.33
FH059,F,H,1363,1371,8.33
