id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
BC000,B,C,670,704,8.33
GH001,G,H,860,920,8.33
BC002,B,C,285,319,8.33
AD003,A,D,695,745,8.33
FD004,F,D,916,986,8.33
AE005,A,E,376,418,8.33
EG006,E,G,966,1000,8.33
JE007,J,E,1345,1396,8.33
AD008,A,D,81,131,8.33
IC009,I,C,1367,1395,8.33
EH010,E,H,249,283,8.33
BC011,B,C,277,311,8.33
CB012,C,B,272,306,8.33
FB013,F,B,1037,1075,8.33
FD014,F,D,629,699,8.33
DH015,D,H,625,689,8.33
AB016,A,B,1177,1197,8.33
IB017,I,B,655,702,8.33
IE018,I,E,1087,1151,8.33
FJ019,F,J,1024,1051,8.33
IA020,I,A,817,857,8.33
IJ021,I,J,320,335,8.33
AJ022,A,J,20,55,8.33
IB023,I,B,372,419,8.33
AG024,A,G,1375,1409,8.33
DH025,D,H,923,987,8.33
JB026,J,B,895,931,8.33
GB027,G,B,15,44,8.33
GD028,G,D,102,122,8.33
BI029,B,I,1327,1374,8.33
DI030,D,I,369,454,8.33
EJ031,E,J,718,769,8.33
GI032,G,I,992,1064,8.33
CJ033,C,J,567,582,8.33
GE034,G,E,438,472,8.33
IE035,I,E,919,983,8.33
GI036,G,I,283,355,8.33
AH037,A,H,836,882,8.33
ED038,E,D,60,92,8.33
AB039,A,B,854,874,8.33
AH040,A,H,874,920,8.33
FH041,F,H,893,901,8.33
GB042,G,B,163,192,8.33
BD043,B,D,1044,1083,8.33
FA044,F,A,368,417,8.33
EF045,E,F,717,757,8.33
EC046,E,C,366,409,8.33
CF047,C,F,253,267,8.33
CE048,C,E,876,919,8.33
IG049,I,G,776,848,8.33
GA050,G,A,1194,1228,8.33
HI051,H,I,0,43,8.33
BC052,B,C,884,918,8.33
DC053,D,C,53,123,8.33
EA054,E,A,134,176,8.33
GI055,G,I,639,711,8.33
DC056,D,C,97,167,8.33
HD057,H,D,1173,1237,8.33
GD058,G,D,1062,1082,8.33
HA059,H,A,1349,1395,8.33
