id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
BI000,B,I,608,655,8.33
DG001,D,G,1333,1353,8.33
EI002,E,I,332,396,8.33
IC003,I,C,316,344,8.33
JE004,J,E,5,56,8.33
EI005,E,I,1241,1305,8.33
AB006,A,B,413,433,8.33
JG007,J,G,260,323,8.33
BI008,B,I,544,591,8.33
FB009,F,B,428,466,8.33
FA010,F,A,278,327,8.33
JG011,J,G,771,834,8.33
EJ012,E,J,698,749,8.33
GD013,G,D,1366,1386,8.33
IF014,I,F,1336,1377,8.33
JH015,J,H,839,868,8.33
HG016,H,G,32,92,8.33
EJ017,E,J,1260,1311,8.33
AC018,A,C,1179,1219,8.33
BI019,B,I,405,452,8.33
HC020,H,C,1277,1292,8.33
DI021,D,I,137,222,8.33
IA022,I,A,1117,1157,8.33
EI023,E,I,32,96,8.33
JG024,J,G,288,351,8.33
JB025,J,B,185,221,8.33
HA026,H,A,983,1029,8.33
GE027,G,E,746,780,8.33
DB028,D,B,89,128,8.33
AH029,A,H,650,696,8.33
AI030,A,I,1110,1150,8.33
HD031,H,D,442,506,8.33
JB032,J,B,1113,1149,8.33
HF033,H,F,1147,1155,8.33
CF034,C,F,916,930,8.33
GC035,G,C,57,119,8.33
BJ036,B,J,846,882,8.33
EJ037,E,J,529,580,8.33
BJ038,B,J,607,643,8.33
CA039,C,A,329,369,8.33
GA040,G,A,551,585,8.33
EC041,E,C,973,1016,8.33
BF042,B,F,992,1030,8.33
FJ043,F,J,1001,1028,8.33
EA044,E,A,927,969,8.33
CG045,C,G,557,619,8.33
CJ046,C,J,929,944,8.33
HF047,H,F,621,629,8.33
GI048,G,I,359,431,8.33
IC049,I,C,385,413,8.33
CE050,C,E,31,74,8.33
BA051,B,A,62,82,8.33
IC052,I,C,861,889,8.33
FC053,F,C,112,126,8.33
AJ054,A,J,555,590,8.33
JH055,J,H,680,709,8.33
JF056,J,F,1111,1138,8.33
EI057,E,I,629,693,8.33
AE058,A,E,1073,1115,8.33
JH059,J,H,1323,1352,8.33
