id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
BH000,B,H,800,833,8.33
HJ001,H,J,842,871,8.33
EB002,E,B,369,392,8.33
BA003,B,A,527,547,8.33
FG004,F,G,188,254,8.33
GA005,G,A,389,423,8.33
HE006,H,E,819,853,8.33
EI007,E,I,780,844,8.33
AI008,A,I,385,425,8.33
HD009,H,D,961,1025,8.33
IH010,I,H,1174,1217,8.33
IB011,I,B,856,903,8.33
JC012,J,C,410,425,8.33
HJ013,H,J,567,596,8.33
DG014,D,G,934,954,8.33
GJ015,G,J,314,377,8.33
EB016,E,B,503,526,8.33
CH017,C,H,973,988,8.33
FG018,F,G,866,932,8.33
GA019,G,A,137,171,8.33
BF020,B,F,922,960,8.33
IC021,I,C,1013,1041,8.33
JI022,J,I,785,800,8.33
HB023,H,B,1397,1430,8.33
BJ024,B,J,311,347,8.33
FE025,F,E,89,129,8.33
FI026,F,I,647,688,8.33
HB027,H,B,47,80,8.33
AD028,A,D,675,725,8.33
GE029,G,E,4,38,8.33
AB030,A,B,1277,1297,8.33
JC031,J,C,1221,1236,8.33
EA032,E,A,766,808,8.33
DE033,D,E,1361,1393,8.33
ED034,E,D,864,896,8.33
GB035,G,B,478,507,8.33
EH036,E,H,1233,1267,8.33
JG037,J,G,347,410,8.33
JH038,J,H,762,791,8.33
JG039,J,G,399,462,8.33
JF040,J,F,1197,1224,8.33
FI041,F,I,404,445,8.33
CJ042,C,J,1126,1141,8.33
FI043,F,I,83,124,8.33
AH044,A,H,1068,1114,8.33
CI045,C,I,73,101,8.33
IG046,I,G,276,348,8.33
AF047,A,F,356,405,8.33
GA048,G,A,135,169,8.33
IH049,I,H,1127,1170,8.33
IF050,I,F,910,951,8.33
FD051,F,D,405,475,8.33
HF052,H,F,323,331,8.33
AI053,A,I,1109,1149,8.33
FE054,F,E,519,559,8.33
HC055,H,C,200,215,8.33
GB056,G,B,910,939,8.33
CJ057,C,J,877,892,8.33
BF058,B,F,1313,1351,8.33
FB059,F,B,379,417,8.33
