id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
DG000,D,G,1373,1393,8.33
GA001,G,A,1389,1423,8.33
FI002,F,I,521,562,8.33
BE003,B,E,378,401,8.33
DB004,D,B,251,290,8.33
FH005,F,H,965,973,8.33
ID006,I,D,623,708,8.33
AF007,A,F,453,502,8.33
JI008,J,I,113,128,8.33
HC009,H,C,244,259,8.33
HE010,H,E,812,846,8.33
HI011,H,I,918,961,8.33
ED012,E,D,214,246,8.33
FE013,F,E,940,980,8.33
FE014,F,E,209,249,8.33
AC015,A,C,942,982,8.33
CH016,C,H,791,806,8.33
AC017,A,C,565,605,8.33
DJ018,D,J,569,643,8.33
AC019,A,C,116,156,8.33
HE020,H,E,162,196,8.33
JA021,J,A,1338,1373,8.33
HE022,H,E,423,457,8.33
CE023,C,E,935,978,8.33
HI024,H,I,1358,1401,8.33
HA025,H,A,1216,1262,8.33
AE026,A,E,1013,1055,8.33
FE027,F,E,1222,1262,8.33
EA028,E,A,1242,1284,8.33
GD029,G,D,1063,1083,8.33
FH030,F,H,548,556,8.33
EI031,E,I,1101,1165,8.33
DF032,D,F,308,378,8.33
HG033,H,G,559,619,8.33
DA034,D,A,167,217,8.33
BH035,B,H,1237,1270,8.33
HE036,H,E,682,716,8.33
IJ037,I,J,1185,1200,8.33
CG038,C,G,621,683,8.33
IF039,I,F,1136,1177,8.33
FA040,F,A,535,584,8.33
CB041,C,B,1085,1119,8.33
BJ042,B,J,1356,1392,8.33
JE043,J,E,297,348,8.33
DA044,D,A,833,883,8.33
GI045,G,I,612,684,8.33
DI046,D,I,1288,1373,8.33
DE047,D,E,365,397,8.33
FD048,F,D,648,718,8.33
BA049,B,A,943,963,8.33
DJ050,D,J,132,206,8.33
FC051,F,C,409,423,8.33
HF052,H,F,381,389,8.33
JC053,J,C,987,1002,8.33
BF054,B,F,355,393,8.33
IF055,I,F,700,741,8.33
IH056,I,H,144,187,8.33
EI057,E,I,1088,1152,8.33
GE058,G,E,463,497,8.33
AI059,A,I,771,811,8.33
