id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
HJ000,H,J,311,340,8.33
CA001,C,A,516,556,8.33
BA002,B,A,1204,1224,8.33
JG003,J,G,192,255,8.33
AC004,A,C,1227,1267,8.33
FG005,F,G,426,492,8.33
CF006,C,F,1321,1335,8.33
CF007,C,F,1337,1351,8.33
JE008,J,E,577,628,8.33
ID009,I,D,198,283,8.33
AI010,A,I,925,965,8.33
BC011,B,C,394,428,8.33
FB012,F,B,667,705,8.33
ID013,I,D,966,1051,8.33
JE014,J,E,994,1045,8.33
HA015,H,A,207,253,8.33
FD016,F,D,988,1058,8.33
FI017,F,I,79,120,8.33
HJ018,H,J,337,366,8.33
BG019,B,G,1105,1134,8.33
CJ020,C,J,966,981,8.33
DC021,D,C,163,233,8.33
HI022,H,I,1140,1183,8.33
FH023,F,H,158,166,8.33
JD024,J,D,1316,1390,8.33
EF025,E,F,1252,1292,8.33
BF026,B,F,644,682,8.33
JB027,J,B,279,315,8.33
CE028,C,E,1226,1269,8.33
GE029,G,E,470,504,8.33
FC030,F,C,189,203,8.33
IE031,I,E,1059,1123,8.33
CA032,C,A,556,596,8.33
ID033,I,D,658,743,8.33
HE034,H,E,708,742,8.33
EG035,E,G,306,340,8.33
FI036,F,I,785,826,8.33
FE037,F,E,156,196,8.33
GF038,G,F,236,302,8.33
IB039,I,B,149,196,8.33
JI040,J,I,730,745,8.33
EI041,E,I,1161,1225,8.33
HB042,H,B,1389,1422,8.33
AI043,A,I,569,609,8.33
GA044,G,A,1269,1303,8.33
IF045,I,F,386,427,8.33
DJ046,D,J,821,895,8.33
CJ047,C,J,834,849,8.33
EF048,E,F,788,828,8.33
HG049,H,G,39,99,8.33
BG050,B,G,186,215,8.33
HC051,H,C,664,679,8.33
DF052,D,F,1285,1355,8.33
GF053,G,F,436,502,8.33
GC054,G,C,1025,1087,8.33
CD055,C,D,285,355,8.33
EJ056,E,J,500,551,8.33
HB057,H,B,503,536,8.33
CJ058,C,J,599,614,8.33
AH059,A,H,906,952,8.33
