id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
DE000,D,E,381,413,8.33
DB001,D,B,955,994,8.33
JG002,J,G,1185,1248,8.33
BC003,B,C,460,494,8.33
BA004,B,A,845,865,8.33
IH005,I,H,979,1022,8.33
IE006,I,E,1156,1220,8.33
HI007,H,I,369,412,8.33
IG008,I,G,753,825,8.33
JE009,J,E,737,788,8.33
EB010,E,B,334,357,8.33
ID011,I,D,655,740,8.33
DE012,D,E,1180,1212,8.33
BF013,B,F,1097,1135,8.33
AJ014,A,J,1283,1318,8.33
EF015,E,F,366,406,8.33
GH016,G,H,79,139,8.33
BE017,B,E,862,885,8.33
BJ018,B,J,463,499,8.33
CE019,C,E,709,752,8.33
JF020,J,F,1042,1069,8.33
FG021,F,G,975,1041,8.33
GE022,G,E,1370,1404,8.33
HG023,H,G,517,577,8.33
DE024,D,E,841,873,8.33
AC025,A,C,739,779,8.33
GH026,G,H,1379,1439,8.33
EG027,E,G,1043,1077,8.33
FG028,F,G,716,782,8.33
AF029,A,F,231,280,8.33
AE030,A,E,1058,1100,8.33
GB031,G,B,62,91,8.33
DE032,D,E,1016,1048,8.33
CH033,C,H,166,181,8.33
ID034,I,D,322,407,8.33
FC035,F,C,328,342,8.33
JB036,J,B,95,131,8.33
ED037,E,D,152,184,8.33
JC038,J,C,432,447,8.33
CG039,C,G,268,330,8.33
DA040,D,A,902,952,8.33
AI041,A,I,466,506,8.33
JA042,J,A,1327,1362,8.33
JB043,J,B,27,63,8.33
ID044,I,D,1027,1112,8.33
AD045,A,D,600,650,8.33
BJ046,B,J,1097,1133,8.33
AI047,A,I,228,268,8.33
HI048,H,I,276,319,8.33
DE049,D,E,769,801,8.33
DF050,D,F,768,838,8.33
HA051,H,A,744,790,8.33
GC052,G,C,1351,1413,8.33
EB053,E,B,771,794,8.33
AD054,A,D,1046,1096,8.33
GA055,G,A,138,172,8.33
HA056,H,A,589,635,8.33
CF057,C,F,290,304,8.33
CD058,C,D,844,914,8.33
IF059,I,F,701,742,8.33
