id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
IJ000,I,J,43,58,8.33
HI001,H,I,1367,1410,8.33
ID002,I,D,92,177,8.33
AB003,A,B,560,580,8.33
HD004,H,D,643,707,8.33
DC005,D,C,376,446,8.33
BF006,B,F,40,78,8.33
DI007,D,I,945,1030,8.33
AG008,A,G,425,459,8.33
AH009,A,H,470,516,8.33
DI010,D,I,857,942,8.33
FE011,F,E,134,174,8.33
IJ012,I,J,217,232,8.33
FI013,F,I,770,811,8.33
JC014,J,C,353,368,8.33
JH015,J,H,1094,1123,8.33
BH016,B,H,23,56,8.33
DH017,D,H,416,480,8.33
AH018,A,H,51,97,8.33
BJ019,B,J,112,148,8.33
BG020,B,G,837,866,8.33
CB021,C,B,1174,1208,8.33
CB022,C,B,114,148,8.33
JH023,J,H,885,914,8.33
HD024,H,D,1160,1224,8.33
BI025,B,I,281,328,8.33
DB026,D,B,927,966,8.33
AE027,A,E,766,808,8.33
GJ028,G,J,101,164,8.33
EI029,E,I,186,250,8.33
JH030,J,H,731,760,8.33
BG031,B,G,1089,1118,8.33
IF032,I,F,1054,1095,8.33
CH033,C,H,238,253,8.33
IA034,I,A,166,206,8.33
CJ035,C,J,501,516,8.33
IA036,I,A,948,988,8.33
FE037,F,E,580,620,8.33
FH038,F,H,775,783,8.33
DI039,D,I,205,290,8.33
CA040,C,A,424,464,8.33
DE041,D,E,592,624,8.33
DA042,D,A,582,632,8.33
DG043,D,G,1290,1310,8.33
FA044,F,A,673,722,8.33
HG045,H,G,867,927,8.33
DE046,D,E,901,933,8.33
DF047,D,F,262,332,8.33
AI048,A,I,190,230,8.33
BI049,B,I,678,725,8.33
BH050,B,H,677,710,8.33
FD051,F,D,480,550,8.33
AB052,A,B,227,247,8.33
ID053,I,D,138,223,8.33
BD054,B,D,219,258,8.33
FA055,F,A,1276,1325,8.33
HJ056,H,J,978,1007,8.33
CF057,C,F,889,903,8.33
CI058,C,I,953,981,8.33
DG059,D,G,130,150,8.33
