id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
IG000,I,G,414,486,8.33
FD001,F,D,978,1048,8.33
JF002,J,F,1389,1416,8.33
EH003,E,H,1290,1324,8.33
BH004,B,H,831,864,8.33
DJ005,D,J,1319,1393,8.33
DJ006,D,J,1181,1255,8.33
BF007,B,F,46,84,8.33
FA008,F,A,834,883,8.33
HD009,H,D,1083,1147,8.33
FI010,F,I,61,102,8.33
BF011,B,F,761,799,8.33
BD012,B,D,298,337,8.33
AH013,A,H,513,559,8.33
CD014,C,D,771,841,8.33
AD015,A,D,1148,1198,8.33
DC016,D,C,11,81,8.33
FG017,F,G,263,329,8.33
EC018,E,C,870,913,8.33
EI019,E,I,1203,1267,8.33
HA020,H,A,1059,1105,8.33
CH021,C,H,672,687,8.33
IB022,I,B,532,579,8.33
AB023,A,B,655,675,8.33
AE024,A,E,992,1034,8.33
AH025,A,H,923,969,8.33
FJ026,F,J,783,810,8.33
AF027,A,F,463,512,8.33
EF028,E,F,413,453,8.33
DE029,D,E,335,367,8.33
DE030,D,E,1227,1259,8.33
AH031,A,H,1002,1048,8.33
HC032,H,C,1115,1130,8.33
CI033,C,I,542,570,8.33
IH034,I,H,1370,1413,8.33
HB035,H,B,620,653,8.33
HD036,H,D,1199,1263,8.33
FC037,F,C,1257,1271,8.33
EG038,E,G,388,422,8.33
HI039,H,I,601,644,8.33
EH040,E,H,7,41,8.33
EF041,E,F,695,735,8.33
FG042,F,G,1231,1297,8.33
HJ043,H,J,748,777,8.33
CD044,C,D,1280,1350,8.33
EG045,E,G,964,998,8.33
BE046,B,E,351,374,8.33
ID047,I,D,110,195,8.33
EI048,E,I,1282,1346,8.33
GB049,G,B,1033,1062,8.33
IH050,I,H,874,917,8.33
AB051,A,B,598,618,8.33
EI052,E,I,360,424,8.33
IH053,I,H,675,718,8.33
EG054,E,G,280,314,8.33
FB055,F,B,621,659,8.33
EJ056,E,J,1343,1394,8.33
FI057,F,I,475,516,8.33
BD058,B,D,108,147,8.33
ED059,E,D,59,91,8.33
