id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
ID000,I,D,324,409,8.33
CG001,C,G,858,920,8.33
EH002,E,H,525,559,8.33
AC003,A,C,323,363,8.33
EJ004,E,J,1146,1197,8.33
CI005,C,I,1237,1265,8.33
FH006,F,H,571,579,8.33
ID007,I,D,645,730,8.33
CB008,C,B,970,1004,8.33
AF009,A,F,429,478,8.33
HG010,H,G,668,728,8.33
HJ011,H,J,430,459,8.33
FB012,F,B,4,42,8.33
DB013,D,B,633,672,8.33
FC014,F,C,392,406,8.33
EA015,E,A,1319,1361,8.33
DI016,D,I,664,749,8.33
JE017,J,E,769,820,8.33
EG018,E,G,908,942,8.33
FA019,F,A,369,418,8.33
DE020,D,E,1093,1125,8.33
GH021,G,H,691,751,8.33
CJ022,C,J,658,673,8.33
GE023,G,E,149,183,8.33
JB024,J,B,1261,1297,8.33
CG025,C,G,1010,1072,8.33
JB026,J,B,775,811,8.33
IG027,I,G,196,268,8.33
FD028,F,D,303,373,8.33
HJ029,H,J,1038,1067,8.33
FJ030,F,J,378,405,8.33
FB031,F,B,11,49,8.33
BD032,B,D,839,878,8.33
JB033,J,B,672,708,8.33
BD034,B,D,1060,1099,8.33
AB035,A,B,890,910,8.33
JC036,J,C,1269,1284,8.33
IH037,I,H,1389,1432,8.33
HC038,H,C,1021,1036,8.33
JD039,J,D,480,554,8.33
CA040,C,A,1351,1391,8.33
ID041,I,D,1354,1439,8.33
AB042,A,B,78,98,8.33
AD043,A,D,233,283,8.33
CJ044,C,J,1328,1343,8.33
GB045,G,B,264,293,8.33
IB046,I,B,1134,1181,8.33
HF047,H,F,1005,1013,8.33
GH048,G,H,98,158,8.33
JC049,J,C,1245,1260,8.33
FB050,F,B,469,507,8.33
JE051,J,E,1238,1289,8.33
DI052,D,I,308,393,8.33
CJ053,C,J,334,349,8.33
HC054,H,C,600,615,8.33
AD055,A,D,432,482,8.33
BC056,B,C,513,547,8.33
DF057,D,F,1256,1326,8.33
EH058,E,H,583,617,8.33
IG059,I,G,827,899,8.33
