id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
CD000,C,D,616,686,8.33
BC001,B,C,1057,1091,8.33
IH002,I,H,1259,1302,8.33
BA003,B,A,10,30,8.33
IB004,I,B,935,982,8.33
ID005,I,D,1114,1199,8.33
JC006,J,C,1103,1118,8.33
DE007,D,E,32,64,8.33
CG008,C,G,895,957,8.33
CE009,C,E,477,520,8.33
HI010,H,I,975,1018,8.33
DI011,D,I,735,820,8.33
AE012,A,E,1296,1338,8.33
GB013,G,B,664,693,8.33
DA014,D,A,557,607,8.33
AB015,A,B,1088,1108,8.33
DE016,D,E,871,903,8.33
JG017,J,G,238,301,8.33
EF018,E,F,712,752,8.33
GC019,G,C,499,561,8.33
JD020,J,D,924,998,8.33
GE021,G,E,846,880,8.33
CD022,C,D,916,986,8.33
HE023,H,E,788,822,8.33
HB024,H,B,602,635,8.33
DE025,D,E,643,675,8.33
FB026,F,B,512,550,8.33
BJ027,B,J,641,677,8.33
ED028,E,D,604,636,8.33
BJ029,B,J,385,421,8.33
IC030,I,C,176,204,8.33
GJ031,G,J,205,268,8.33
EF032,E,F,1132,1172,8.33
JA033,J,A,1289,1324,8.33
CJ034,C,J,483,498,8.33
HB035,H,B,336,369,8.33
EH036,E,H,1277,1311,8.33
GI037,G,I,362,434,8.33
CE038,C,E,983,1026,8.33
GE039,G,E,1296,1330,8.33
CE040,C,E,638,681,8.33
DE041,D,E,1142,1174,8.33
CD042,C,D,958,1028,8.33
DE043,D,E,280,312,8.33
HG044,H,G,1011,1071,8.33
GB045,G,B,643,672,8.33
CG046,C,G,488,550,8.33
AC047,A,C,234,274,8.33
JE048,J,E,1156,1207,8.33
CE049,C,E,99,142,8.33
FG050,F,G,770,836,8.33
GC051,G,C,774,836,8.33
AG052,A,G,589,623,8.33
AD053,A,D,616,666,8.33
DI054,D,I,614,699,8.33
AI055,A,I,1058,1098,8.33
FD056,F,D,1250,1320,8.33
FD057,F,D,1303,1373,8.33
JC058,J,C,1218,1233,8.33
EA059,E,A,241,283,8.33
