id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
IH000,I,H,1364,1407,8.33
HE001,H,E,1057,1091,8.33
FI002,F,I,219,260,8.33
IG003,I,G,1196,1268,8.33
EA004,E,A,381,423,8.33
AH005,A,H,1275,1321,8.33
CJ006,C,J,861,876,8.33
JA007,J,A,897,932,8.33
BA008,B,A,99,119,8.33
AG009,A,G,586,620,8.33
JD010,J,D,64,138,8.33
IF011,I,F,25,66,8.33
EF012,E,F,1355,1395,8.33
GE013,G,E,280,314,8.33
IB014,I,B,1348,1395,8.33
DG015,D,G,766,786,8.33
GA016,G,A,641,675,8.33
EB017,E,B,1352,1375,8.33
ED018,E,D,1224,1256,8.33
HB019,H,B,1051,1084,8.33
FI020,F,I,97,138,8.33
GB021,G,B,909,938,8.33
JC022,J,C,1358,1373,8.33
FB023,F,B,1353,1391,8.33
CF024,C,F,294,308,8.33
BH025,B,H,740,773,8.33
AH026,A,H,1315,1361,8.33
EH027,E,H,1369,1403,8.33
AC028,A,C,591,631,8.33
BC029,B,C,711,745,8.33
HC030,H,C,1028,1043,8.33
EB031,E,B,371,394,8.33
JG032,J,G,1158,1221,8.33
EC033,E,C,488,531,8.33
CH034,C,H,1243,1258,8.33
GF035,G,F,230,296,8.33
AH036,A,H,721,767,8.33
CJ037,C,J,489,504,8.33
CD038,C,D,519,589,8.33
EA039,E,A,1271,1313,8.33
EH040,E,H,825,859,8.33
BC041,B,C,1038,1072,8.33
DH042,D,H,441,505,8.33
IJ043,I,J,701,716,8.33
AB044,A,B,409,429,8.33
BD045,B,D,879,918,8.33
AE046,A,E,327,369,8.33
GF047,G,F,45,111,8.33
AI048,A,I,21,61,8.33
BG049,B,G,680,709,8.33
CD050,C,D,75,145,8.33
EA051,E,A,285,327,8.33
CI052,C,I,1271,1299,8.33
EB053,E,B,1353,1376,8.33
GJ054,G,J,569,632,8.33
IF055,I,F,434,475,8.33
AJ056,A,J,876,911,8.33
HF057,H,F,425,433,8.33
AG058,A,G,802,836,8.33
BH059,B,H,75,108,8.33
