id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
DF000,D,F,443,513,8.33
GA001,G,A,924,958,8.33
GD002,G,D,276,296,8.33
GH003,G,H,683,743,8.33
IJ004,I,J,940,955,8.33
HG005,H,G,24,84,8.33
CF006,C,F,1,15,8.33
EG007,E,G,615,649,8.33
IG008,I,G,663,735,8.33
EB009,E,B,519,542,8.33
EB010,E,B,968,991,8.33
HG011,H,G,893,953,8.33
FD012,F,D,974,1044,8.33
JF013,J,F,958,985,8.33
HD014,H,D,513,577,8.33
IH015,I,H,395,438,8.33
JF016,J,F,80,107,8.33
BG017,B,G,492,521,8.33
GJ018,G,J,1093,1156,8.33
DA019,D,A,1042,1092,8.33
HG020,H,G,1142,1202,8.33
CF021,C,F,753,767,8.33
BJ022,B,J,399,435,8.33
DG023,D,G,570,590,8.33
GB024,G,B,982,1011,8.33
CH025,C,H,801,816,8.33
CE026,C,E,221,264,8.33
FA027,F,A,913,962,8.33
DJ028,D,J,417,491,8.33
CD029,C,D,687,757,8.33
ID030,I,D,368,453,8.33
IC031,I,C,692,720,8.33
GH032,G,H,838,898,8.33
HE033,H,E,906,940,8.33
HA034,H,A,953,999,8.33
BF035,B,F,1269,1307,8.33
JD036,J,D,16,90,8.33
CD037,C,D,377,447,8.33
BJ038,B,J,202,238,8.33
IH039,I,H,1088,1131,8.33
ED040,E,D,432,464,8.33
ID041,I,D,1134,1219,8.33
EC042,E,C,648,691,8.33
FC043,F,C,681,695,8.33
CG044,C,G,33,95,8.33
GD045,G,D,1047,1067,8.33
HD046,H,D,637,701,8.33
FB047,F,B,1074,1112,8.33
DE048,D,E,205,237,8.33
DA049,D,A,1048,1098,8.33
EC050,E,C,1233,1276,8.33
AH051,A,H,307,353,8.33
HE052,H,E,488,522,8.33
AJ053,A,J,737,772,8.33
JD054,J,D,35,109,8.33
HG055,H,G,441,501,8.33
HD056,H,D,1353,1417,8.33
DJ057,D,J,412,486,8.33
GC058,G,C,400,462,8.33
FH059,F,H,318,326,8.33
