id_vuelo,origen,destino,minuto_salida,minuto_llegada_programada,velocidad_crucero
GC000,G,C,1173,1235,8.33
HB001,H,B,1028,1061,8.33
HD002,H,D,434,498,8.33
JG003,J,G,1278,1341,8.33
IG004,I,G,522,594,8.33
IA005,I,A,1154,1194,8.33
DF006,D,F,935,1005,8.33
HE007,H,E,400,434,8.33
HB008,H,B,1202,1235,8.33
JI009,J,I,113,128,8.33
AH010,A,H,711,757,8.33
DH011,D,H,1123,1187,8.33
ID012,I,D,333,418,8.33
GE013,G,E,972,1006,8.33
GB014,G,B,44,73,8.33
AG015,A,G,1357,1391,8.33
FI016,F,I,147,188,8.33
BG017,B,G,750,779,8.33
AE018,A,E,962,1004,8.33
GC019,G,C,362,424,8.33
FD020,F,D,1098,1168,8.33
IC021,I,C,916,944,8.33
IC022,I,C,1240,1268,8.33
HB023,H,B,337,370,8.33
DC024,D,C,1304,1374,8.33
IH025,I,H,624,667,8.33
DC026,D,C,357,427,8.33
DA027,D,A,1096,1146,8.33
DE028,D,E,45,77,8.33
EG029,E,G,526,560,8.33
IA030,I,A,417,457,8.33
GF031,G,F,688,754,8.33
AB032,A,B,1071,1091,8.33
DG033,D,G,1372,1392,8.33
CE034,C,E,1273,1316,8.33
GJ035,G,J,917,980,8.33
AC036,A,C,730,770,8.33
CD037,C,D,1334,1404,8.33
ED038,E,D,1291,1323,8.33
HG039,H,G,945,1005,8.33
CI040,C,I,288,316,8.33
GF041,G,F,569,635,8.33
FH042,F,H,824,832,8.33
EB043,E,B,1023,1046,8.33
EG044,E,G,578,612,8.33
EB045,E,B,492,515,8.33
CE046,C,E,1387,1430,8.33
AF047,A,F,1285,1334,8.33
JI048,J,I,945,960,8.33
BG049,B,G,107,136,8.33
HC050,H,C,807,822,8.33
IH051,I,H,14,57,8.33
HF052,H,F,458,466,8.33
GD053,G,D,40,60,8.33
JD054,J,D,1181,1255,8.33
GJ055,G,J,105,168,8.33
CA056,C,A,144,184,8.33
CG057,C,G,984,1046,8.33
AC058,A,C,857,897,8.33
CG059,C,G,317,379,8.33
